CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40731374,PIZZA DEN,BROOKLYN,8521,18 AVENUE,11214.0,7188372350,Pizza,09/22/2016,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Re-inspection
50017675,BARISTA VERACE PIZZA & CAFE,QUEENS,9244,QUEENS BLVD,11374.0,9178326261,Pizza,03/15/2017,Violations were cited in the following area(s).,10B,2.0,A,03/15/2017,04/22/2017,Cycle Inspection / Re-inspection
50058493,NEW YORK SAL'S PIZZERIA,MANHATTAN,696,10TH AVE,10019.0,2122473605,Pizza,03/21/2017,Violations were cited in the following area(s).,06C,5.0,A,03/21/2017,04/22/2017,Pre-permit (Operational) / Re-inspection
41462768,PAPA JOHN'S,BROOKLYN,1915,NOSTRAND AVENUE,11226.0,7189407272,Pizza,09/28/2015,Violations were cited in the following area(s).,10B,9.0,A,09/28/2015,04/22/2017,Cycle Inspection / Initial Inspection
40705733,HARBOR PIZZA,QUEENS,6460,DRY HARBOR ROAD,11379.0,7184162139,Pizza,03/21/2017,Violations were cited in the following area(s).,04L,11.0,A,03/21/2017,04/22/2017,Cycle Inspection / Initial Inspection
50005515,TWO BOOTS,BROOKLYN,558,DRIGGS AVE,11211.0,7183872668,Pizza,11/18/2015,Violations were cited in the following area(s).,10B,12.0,A,11/18/2015,04/22/2017,Cycle Inspection / Re-inspection
41637665,TONY'S FAMOUS PIZZA,BROOKLYN,3145,FULTON STREET,11208.0,7188271994,Pizza,05/03/2014,Violations were cited in the following area(s).,10F,10.0,A,05/03/2014,04/22/2017,Cycle Inspection / Re-inspection
41014851,CATERINA PIZZA,BROOKLYN,3035,FULTON STREET,11208.0,7182772571,Pizza,11/21/2013,Violations were cited in the following area(s).,06F,10.0,A,11/21/2013,04/22/2017,Cycle Inspection / Re-inspection
41485091,BRAVO PIZZA,MANHATTAN,115,EAST   14 STREET,10003.0,2122532220,Pizza,04/18/2014,Violations were cited in the following area(s).,08B,13.0,A,04/18/2014,04/22/2017,Cycle Inspection / Initial Inspection
50018532,ARTICHOKE BASILLE'S PIZZA,QUEENS,2256,31ST ST,11105.0,7326681573,Pizza,09/23/2016,Violations were cited in the following area(s).,08A,13.0,A,09/23/2016,04/22/2017,Cycle Inspection / Re-inspection
41209994,ALL STAR PIZZA,STATEN ISLAND,694,ARTHUR KILL ROAD,10308.0,7182272000,Pizza,08/04/2015,Violations were cited in the following area(s).,06E,25.0,B,08/04/2015,04/22/2017,Cycle Inspection / Re-inspection
41373384,APERITIVO PIZZA BAR,MANHATTAN,780,3 AVENUE,10017.0,2127589400,Pizza,11/12/2014,Violations were cited in the following area(s).,09C,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40884718,DOMINO'S,BROOKLYN,1479,FULTON STREET,11216.0,7182214800,Pizza,03/13/2017,Violations were cited in the following area(s).,10F,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50045074,BELLA ROMA PIZZA,MANHATTAN,401,E 57TH ST,10022.0,2129357000,Pizza,09/29/2016,Violations were cited in the following area(s).,04H,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50057031,DOUGH BY LICASTRI,STATEN ISLAND,1456,RICHMOND RD,10304.0,7187378937,Pizza,02/15/2017,Violations were cited in the following area(s).,10B,30.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
50039491,2 BRO'S PIZZA,MANHATTAN,601,6TH AVE,10011.0,2122391117,Pizza,12/12/2016,Violations were cited in the following area(s).,10F,4.0,A,12/12/2016,04/22/2017,Cycle Inspection / Re-inspection
40384662,J & R PIZZA,BROOKLYN,1916,KINGS HIGHWAY,11229.0,7189986627,Pizza,08/06/2014,Violations were cited in the following area(s).,08A,28.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50032725,PAPA JOHN'S,BROOKLYN,604,GRAND ST,11211.0,7182188282,Pizza,02/23/2015,Violations were cited in the following area(s).,08A,12.0,,,04/22/2017,Pre-permit (Non-operational) / Initial Inspection
41232292,PIZZA CHEF,BRONX,564,WEST  235 STREET,10463.0,7187964500,Pizza,10/01/2015,Violations were cited in the following area(s).,15L,,,,04/22/2017,Smoke-Free Air Act / Initial Inspection
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,303,AMSTERDAM AVENUE,10023.0,2127992378,Pizza,06/28/2016,Violations were cited in the following area(s).,04L,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41626598,SAL'S FAMILY PIZZA,MANHATTAN,384,BROOME STREET,10013.0,2129250440,Pizza,11/19/2014,Violations were cited in the following area(s).,08A,20.0,B,11/19/2014,04/22/2017,Cycle Inspection / Re-inspection
40387399,ARTURO'S PIZZA,BRONX,5189A,BROADWAY,10463.0,7185623820,Pizza,06/23/2014,Violations were cited in the following area(s).,10F,9.0,A,06/23/2014,04/22/2017,Cycle Inspection / Re-inspection
40716299,CHUCK E. CHEESE'S,STATEN ISLAND,1775,SOUTH AVENUE,10314.0,7184941395,Pizza,11/18/2014,Violations were cited in the following area(s).,02G,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50048751,FARMERS KITCHEN,QUEENS,9023,37TH AVE,11372.0,7185071000,Pizza,02/16/2017,Violations were cited in the following area(s).,06C,38.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50053137,PIZZA D' BROOKLYN,BROOKLYN,7810,20TH AVE,11214.0,3474925020,Pizza,08/19/2016,Violations were cited in the following area(s).,10H,7.0,,,04/22/2017,Pre-permit (Non-operational) / Initial Inspection
50005603,MARIO'S PIZZERIA,QUEENS,6739,MYRTLE AVE,11385.0,7188211428,Pizza,02/19/2014,Violations were cited in the following area(s).,02G,12.0,A,02/19/2014,04/22/2017,Pre-permit (Operational) / Initial Inspection
50039079,FARINELLA,MANHATTAN,267,AMSTERDAM AVE,10023.0,2123487500,Pizza,12/07/2015,Violations were cited in the following area(s).,04A,35.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41272807,PAPA JOHN'S,BROOKLYN,215,WINTHROP STREET,11225.0,7187747272,Pizza,08/16/2016,Violations were cited in the following area(s).,04N,18.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40662141,J AND D PIZZA,QUEENS,9853,63 ROAD,11374.0,7182754347,Pizza,09/18/2014,Violations were cited in the following area(s).,02G,8.0,A,09/18/2014,04/22/2017,Cycle Inspection / Re-inspection
41690381,C & M PIZZA,BRONX,2519,WEBSTER AVENUE,10458.0,7183677315,Pizza,05/21/2013,Violations were cited in the following area(s).,06A,20.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40742997,DOMINO'S,BRONX,3611,KINGSBRIDGE AVENUE,10463.0,7186013030,Pizza,08/08/2014,Violations were cited in the following area(s).,04A,15.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41130849,PATZERIA'S PERFECT PIZZA,MANHATTAN,231,WEST   46 STREET,10036.0,2125757646,Pizza,06/05/2014,Violations were cited in the following area(s).,22B,,,,04/22/2017,Administrative Miscellaneous / Initial Inspection
41426077,GEORGIO'S PIZZERIA,MANHATTAN,20,BEAVER STREET,10004.0,2123616160,Pizza,10/07/2016,Violations were cited in the following area(s).,08A,22.0,,,04/22/2017,Cycle Inspection / Compliance Inspection
50050795,I LOVE NY PIZZA,BRONX,2086,ARTHUR AVE,10457.0,3475771844,Pizza,09/13/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,0.0,,,04/22/2017,Pre-permit (Operational) / Compliance Inspection
41664706,DELICIAS PIZZA AND CHICKEN,QUEENS,14120,HOLLY AVENUE,11355.0,7183535070,Pizza,11/20/2014,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Re-inspection
50013447,DOMINO'S,MANHATTAN,205,ALLEN ST,10002.0,2126777776,Pizza,09/16/2014,Violations were cited in the following area(s).,16C,,,,04/22/2017,Calorie Posting / Initial Inspection
41426077,GEORGIO'S PIZZERIA,MANHATTAN,20,BEAVER STREET,10004.0,2123616160,Pizza,11/13/2015,Violations were cited in the following area(s).,06A,12.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40893866,DOMINO'S,MANHATTAN,227,WEST   40 STREET,10018.0,2129440400,Pizza,09/08/2016,Violations were cited in the following area(s).,08A,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41418341,DAISY'S PIZZA WINGS & BURGERS,BRONX,980,LONGWOOD AVENUE,10459.0,7183280705,Pizza,07/14/2016,Violations were cited in the following area(s).,10F,11.0,A,07/14/2016,04/22/2017,Cycle Inspection / Initial Inspection
41246322,LA BELLA MARIELLA,QUEENS,6061,FRESH POND ROAD,11378.0,7183666170,Pizza,09/10/2015,Violations were cited in the following area(s).,04M,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41148780,DOMINO'S,BROOKLYN,3514,NOSTRAND AVENUE,11229.0,7187693111,Pizza,09/21/2016,Violations were cited in the following area(s).,10F,2.0,A,09/21/2016,04/22/2017,Cycle Inspection / Initial Inspection
40389633,UNO PIZZERIA AND GRILL,QUEENS,3902,BELL BOULEVARD,11361.0,7182794900,Pizza,01/05/2015,Violations were cited in the following area(s).,22C,,,,04/22/2017,Administrative Miscellaneous / Re-inspection
41346158,CASA NINO,STATEN ISLAND,1757,ARTHUR KILL ROAD,10312.0,7189480440,Pizza,07/15/2014,Violations were cited in the following area(s).,02G,13.0,A,07/15/2014,04/22/2017,Cycle Inspection / Re-inspection
40634607,PIZZA ITALIA 1,BRONX,842,EAST  180 STREET,10460.0,7185842500,Pizza,02/28/2017,Violations were cited in the following area(s).,04M,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50002747,PIZZA EXPRESS,BROOKLYN,894,QUINCY STREET,11221.0,7182260266,Pizza,06/06/2016,Violations were cited in the following area(s).,04N,12.0,A,06/06/2016,04/22/2017,Cycle Inspection / Initial Inspection
50037152,PAPA JOHN'S,MANHATTAN,703,LENOX AVE,10039.0,2124917272,Pizza,07/13/2016,Violations were cited in the following area(s).,10B,12.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41651517,LIBERTY FRESH PIZZA,BROOKLYN,1097,LIBERTY AVENUE,11208.0,7182770185,Pizza,12/24/2014,Violations were cited in the following area(s).,06C,12.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41659069,FREDDY'S PIZZA,QUEENS,1266,150TH ST,11357.0,7187674502,Pizza,04/05/2016,Violations were cited in the following area(s).,06C,12.0,A,04/05/2016,04/22/2017,Cycle Inspection / Re-inspection
41021287,VENICE PIZZA,QUEENS,4194,BOWNE STREET,11355.0,7185390104,Pizza,01/16/2014,Violations were cited in the following area(s).,10B,2.0,A,01/16/2014,04/22/2017,Cycle Inspection / Initial Inspection
40662141,J AND D PIZZA,QUEENS,9853,63 ROAD,11374.0,7182754347,Pizza,02/16/2017,Violations were cited in the following area(s).,02G,10.0,A,02/16/2017,04/22/2017,Cycle Inspection / Initial Inspection
50002970,PAPA JOHN'S,BROOKLYN,8,SUTTER AVE,11212.0,7188047272,Pizza,05/12/2016,Violations were cited in the following area(s).,02G,42.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41614152,SOTTO CASA,BROOKLYN,298,ATLANTIC AVENUE,11201.0,7188528758,Pizza,03/24/2017,Violations were cited in the following area(s).,06D,5.0,A,03/24/2017,04/22/2017,Cycle Inspection / Initial Inspection
41652560,$1 PIZZA $2 BEER,MANHATTAN,95,MACDOUGAL STREET,10012.0,2122555090,Pizza,06/27/2014,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,41.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50035385,PAPA JOHN'S,MANHATTAN,343,GRAND ST,10002.0,2129797272,Pizza,04/22/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05E,90.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41702705,ZZ'S PIZZA & GRILL,STATEN ISLAND,1,RICHMOND TERRACE,10301.0,7185240707,Pizza,02/01/2017,Violations were cited in the following area(s).,02G,12.0,A,02/01/2017,04/22/2017,Cycle Inspection / Re-inspection
40871979,WILBEL PIZZA,BRONX,605,SOUTHERN BOULEVARD,10455.0,7182922450,Pizza,09/18/2014,Violations were cited in the following area(s).,04N,21.0,B,09/18/2014,04/22/2017,Cycle Inspection / Re-inspection
50037168,MISTER PIZZA,BRONX,155,E 149TH ST,10451.0,6463712210,Pizza,12/04/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04H,43.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41164361,BEST ITALIAN PIZZA,BRONX,200-202,EAST FORDHAM ROAD,10458.0,7185625806,Pizza,06/16/2015,Violations were cited in the following area(s).,04N,12.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41466837,IL FORNO OF BROOKLYN,STATEN ISLAND,6382,AMBOY ROAD,10309.0,7183171251,Pizza,12/06/2013,Establishment re-opened by DOHMH,04H,22.0,P,12/06/2013,04/22/2017,Cycle Inspection / Reopening Inspection
41257727,PAPA JOHN'S,STATEN ISLAND,1267,FOREST AVENUE,10302.0,7189817272,Pizza,01/14/2015,Violations were cited in the following area(s).,10F,12.0,A,01/14/2015,04/22/2017,Cycle Inspection / Initial Inspection
40791157,LA PIAZZA PIZZERIA & RESTAURANT,STATEN ISLAND,1445,RICHMOND AVENUE,10314.0,7183700707,Pizza,02/04/2015,Violations were cited in the following area(s).,02G,29.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41499490,BERGEN PIZZA,BROOKLYN,67,6 AVENUE,11217.0,7186364863,Pizza,02/12/2014,Violations were cited in the following area(s).,10F,12.0,A,02/12/2014,04/22/2017,Cycle Inspection / Re-inspection
41257727,PAPA JOHN'S,STATEN ISLAND,1267,FOREST AVENUE,10302.0,7189817272,Pizza,03/23/2016,Violations were cited in the following area(s).,04L,20.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50055657,TRENTA-TRE PIZZERIA,MANHATTAN,171,MADISON AVE,10016.0,2126855300,Pizza,02/21/2017,Violations were cited in the following area(s).,02G,12.0,A,02/21/2017,04/22/2017,Pre-permit (Operational) / Re-inspection
41487847,TASTE OF ITALY PIZZERIA,QUEENS,2916,CRESCENT STREET,11102.0,7182045427,Pizza,09/10/2014,Violations were cited in the following area(s).,04J,38.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41638854,ANTONIO'S PIZZERIA,BROOKLYN,32,COURT STREET,11201.0,7182371700,Pizza,10/14/2015,Violations were cited in the following area(s).,04N,12.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40820021,THE AURORA PIZZA CAFFE,BROOKLYN,7624,17 AVENUE,11214.0,7182566757,Pizza,04/21/2015,Violations were cited in the following area(s).,04L,12.0,A,04/21/2015,04/22/2017,Cycle Inspection / Initial Inspection
41689247,THE BEST PIZZA,MANHATTAN,748,9 AVENUE,10019.0,2129770400,Pizza,02/27/2014,Violations were cited in the following area(s).,08A,10.0,A,02/27/2014,04/22/2017,Cycle Inspection / Re-inspection
40588072,CIRO PIZZA,QUEENS,11319,BEACH CHANNEL DRIVE,11694.0,7184748068,Pizza,07/24/2014,Violations were cited in the following area(s).,04A,48.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41638854,ANTONIO'S PIZZERIA,BROOKLYN,32,COURT STREET,11201.0,7182371700,Pizza,05/22/2015,Violations were cited in the following area(s).,04L,26.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41235437,SOLO PIZZA,MANHATTAN,27,AVENUE B,10009.0,2124207656,Pizza,09/21/2015,Violations were cited in the following area(s).,02B,8.0,A,09/21/2015,04/22/2017,Cycle Inspection / Re-inspection
41392231,IVANA PIZZA,BRONX,2373,ARTHUR AVENUE,10458.0,7183654322,Pizza,09/27/2016,Violations were cited in the following area(s).,04C,19.0,B,09/27/2016,04/22/2017,Cycle Inspection / Re-inspection
50034883,VINCENT AND ANDREA PIZZERIA,QUEENS,11317,JAMAICA AVE,11418.0,7188467070,Pizza,04/28/2015,Violations were cited in the following area(s).,04M,11.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41655272,PAPI'S PIZZERIA,MANHATTAN,1422,ST NICHOLAS AVENUE,10033.0,6466926840,Pizza,09/08/2016,Violations were cited in the following area(s).,02B,7.0,A,09/08/2016,04/22/2017,Cycle Inspection / Re-inspection
41586332,OLGA'S PIZZA,MANHATTAN,3409,BROADWAY,10031.0,2122347878,Pizza,11/04/2013,Violations were cited in the following area(s).,06C,33.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41689247,THE BEST PIZZA,MANHATTAN,748,9 AVENUE,10019.0,2129770400,Pizza,02/27/2014,Violations were cited in the following area(s).,04L,10.0,A,02/27/2014,04/22/2017,Cycle Inspection / Re-inspection
41292258,ABITINO'S PIZZA,MANHATTAN,936,2 AVENUE,10022.0,2123081234,Pizza,06/23/2014,Violations were cited in the following area(s).,06C,12.0,A,06/23/2014,04/22/2017,Cycle Inspection / Re-inspection
50014519,PAPA JOHN'S,BRONX,362,E 204TH ST,10467.0,7185477272,Pizza,08/24/2015,Violations were cited in the following area(s).,08B,27.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41273072,ACE PIZZA,QUEENS,6104,MYRTLE AVENUE,11385.0,7184180038,Pizza,04/17/2014,Violations were cited in the following area(s).,08A,18.0,B,04/17/2014,04/22/2017,Cycle Inspection / Re-inspection
41067996,DINO'S PIZZA,BRONX,5660,MOSHOLU AVENUE,10471.0,7187960456,Pizza,04/24/2014,Violations were cited in the following area(s).,06A,20.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41418789,THE ORIGINAL EMILIO'S PIZZA,BRONX,3843,EAST TREMONT AVENUE,10465.0,7184090929,Pizza,08/13/2014,Violations were cited in the following area(s).,10F,13.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50011610,BIG DADDY'S PIZZA,BROOKLYN,68,LORRAINE ST,11231.0,7187979100,Pizza,07/22/2015,Violations were cited in the following area(s).,10F,10.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50044118,GALLERIA PIZZA,QUEENS,9520,101ST AVE,11416.0,7188453973,Pizza,03/07/2016,Violations were cited in the following area(s).,02B,28.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41543722,DOMINO'S,MANHATTAN,736,WEST  181 STREET,10033.0,2127813700,Pizza,10/11/2016,Violations were cited in the following area(s).,06F,10.0,A,10/11/2016,04/22/2017,Cycle Inspection / Re-inspection
50002403,LA BELLEZZA PIZZERIA,MANHATTAN,315,BROADWAY,10007.0,2122273337,Pizza,04/01/2016,Violations were cited in the following area(s).,02B,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41232292,PIZZA CHEF,BRONX,564,WEST  235 STREET,10463.0,7187964500,Pizza,10/01/2015,Violations were cited in the following area(s).,04N,23.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40575863,FAMOUS JOE'S PIZZA,MANHATTAN,7,CARMINE STREET,10014.0,2123661182,Pizza,09/16/2014,Violations were cited in the following area(s).,10B,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41061112,T & R PIZZA,MANHATTAN,411,AMSTERDAM AVENUE,10024.0,2127874093,Pizza,11/24/2015,Violations were cited in the following area(s).,10B,24.0,B,11/24/2015,04/22/2017,Cycle Inspection / Re-inspection
41320240,THREE BROTHER'S PIZZERIA,QUEENS,10901,GUY R BREWER BOULEVARD,11433.0,7185262779,Pizza,09/12/2014,Violations were cited in the following area(s).,08A,12.0,A,09/12/2014,04/22/2017,Cycle Inspection / Initial Inspection
50046649,LITTLE CAESARS PIZZA,BROOKLYN,1431,FULTON ST,11216.0,3473508888,Pizza,03/29/2016,No violations were recorded at the time of this inspection.,,,,,04/22/2017,Calorie Posting / Initial Inspection
41467424,SINGAS FAMOUS PIZZA,QUEENS,6353,108 STREET,11375.0,7184593441,Pizza,12/11/2014,Violations were cited in the following area(s).,09A,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40617679,CAPRI PIZZA RESTAURANT,BRONX,2401,WESTCHESTER AVENUE,10461.0,7187928433,Pizza,03/31/2015,Violations were cited in the following area(s).,06F,22.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50012621,JOEY PEPPERONIS PIZZA,QUEENS,16614,JAMAICA AVE,11432.0,7182914229,Pizza,03/02/2016,Violations were cited in the following area(s).,04K,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50003617,PI PIZZERIA,STATEN ISLAND,965,JEWETT AVE,10314.0,7187203330,Pizza,09/27/2014,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Initial Inspection
41571471,LITTLE CAESARS,QUEENS,14605,JAMAICA AVENUE,11435.0,7182973450,Pizza,06/19/2014,Violations were cited in the following area(s).,06A,9.0,A,06/19/2014,04/22/2017,Cycle Inspection / Re-inspection
50016351,ROSA'S PIZZA,MANHATTAN,2,W 14TH ST,10011.0,2128989898,Pizza,12/12/2014,Violations were cited in the following area(s).,02B,37.0,,,04/22/2017,Pre-permit (Operational) / Initial Inspection
41630365,KINGS PIZZA,BROOKLYN,916,FULTON STREET,11238.0,7186387135,Pizza,03/06/2017,Violations were cited in the following area(s).,02B,13.0,A,03/06/2017,04/22/2017,Cycle Inspection / Initial Inspection
41636558,JOE'S PIZZA,MANHATTAN,211,8 AVENUE,10011.0,2122433226,Pizza,09/26/2013,Violations were cited in the following area(s).,05F,74.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41398960,KESTE PIZZA & VINO,MANHATTAN,271,BLEECKER STREET,10014.0,2122431500,Pizza,10/29/2014,Violations were cited in the following area(s).,02G,21.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50033848,CHAMPION PIZZA LUDLOW,MANHATTAN,101,LUDLOW ST,10002.0,3478244539,Pizza,05/13/2016,Violations were cited in the following area(s).,08A,19.0,B,05/13/2016,04/22/2017,Cycle Inspection / Re-inspection
40892913,JOJO'S PIZZA,BROOKLYN,9502,CHURCH AVENUE,11212.0,7184853087,Pizza,10/18/2016,Violations were cited in the following area(s).,06A,10.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40867120,GINA'S PIZZA,QUEENS,6024,QUEENS BOULEVARD,11377.0,7185059390,Pizza,12/15/2015,Violations were cited in the following area(s).,06F,13.0,A,12/15/2015,04/22/2017,Cycle Inspection / Re-inspection
50038040,PZA,QUEENS,NKA,JFK INTL ARPT,11422.0,7186790452,Pizza,08/19/2016,Violations were cited in the following area(s).,04N,6.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41030858,LA MIA PIZZA,MANHATTAN,1488,1 AVENUE,10075.0,2124721200,Pizza,05/17/2016,Violations were cited in the following area(s).,02G,51.0,C,05/17/2016,04/22/2017,Cycle Inspection / Re-inspection
50033185,BELLA PIZZA,QUEENS,3101,NEWTOWN AVE,11102.0,7187775533,Pizza,11/09/2016,Violations were cited in the following area(s).,06D,32.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41453548,JEROME'S PIZZA & PASTA,BRONX,21,EAST BEDFORD PARK BOULEVARD E,10468.0,7189333455,Pizza,08/12/2014,Violations were cited in the following area(s).,02B,50.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41143170,VINNY'S PIZZA,QUEENS,9701,57 AVENUE,11368.0,7186994433,Pizza,06/01/2015,Violations were cited in the following area(s).,02B,16.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40716188,PIZZA HUT,QUEENS,14419,NORTHERN BOULEVARD,11354.0,7188862244,Pizza,04/15/2013,Violations were cited in the following area(s).,04L,10.0,A,04/15/2013,04/22/2017,Cycle Inspection / Re-inspection
40903960,BELLEROSE FAMOUS PIZZA,QUEENS,24822,UNION TURNPIKE,11426.0,7183472100,Pizza,11/19/2014,Violations were cited in the following area(s).,10F,8.0,A,11/19/2014,04/22/2017,Cycle Inspection / Re-inspection
50010502,MELANI PIZZERIA,MANHATTAN,170,RIVINGTON ST,10002.0,2126733450,Pizza,07/17/2014,Violations were cited in the following area(s).,10H,13.0,A,07/17/2014,04/22/2017,Pre-permit (Operational) / Initial Inspection
41391794,BEST PIZZA ON 1ST.,MANHATTAN,1038,1 AVENUE,10022.0,2126448400,Pizza,05/01/2014,Violations were cited in the following area(s).,06F,17.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41301737,ARMANDO'S PIZZA,BROOKLYN,1413,ROCKAWAY PARKWAY,11236.0,7182579723,Pizza,02/29/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04L,33.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40783967,THE PIZZA PUB / AMPERSAND,MANHATTAN,294,3 AVENUE,10010.0,2124778100,Pizza,08/18/2015,Violations were cited in the following area(s).,06F,14.0,B,08/18/2015,04/22/2017,Cycle Inspection / Re-inspection
41698319,KORONET PIZZA,MANHATTAN,4087,BROADWAY,10032.0,7186262100,Pizza,04/01/2016,Violations were cited in the following area(s).,05D,37.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50012688,SLICE PIZZA,MANHATTAN,2224,AMSTERDAM AVE,10032.0,2125680111,Pizza,09/01/2016,Violations were cited in the following area(s).,04N,36.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41177892,LAKE COMO PIZZA,MANHATTAN,2549,AMSTERDAM AVENUE,10033.0,2127400110,Pizza,08/18/2014,Violations were cited in the following area(s).,08A,25.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41110540,PIZZA CENTRAL OF BROOKLYN,BROOKLYN,941,MCDONALD AVENUE,11218.0,7186330600,Pizza,03/18/2015,Violations were cited in the following area(s).,16B,,,,04/22/2017,Trans Fat / Re-inspection
40400251,QUENTIN PIZZA,BROOKLYN,3211,QUENTIN ROAD,11234.0,7183765384,Pizza,07/15/2015,Violations were cited in the following area(s).,08A,20.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50016745,PAPA JOHN'S,QUEENS,19922,HOLLIS AVE,11412.0,7184657272,Pizza,01/22/2015,Violations were cited in the following area(s).,06E,5.0,A,01/22/2015,04/22/2017,Pre-permit (Operational) / Initial Inspection
41078099,ORIGINAL RAY'S PIZZA,MANHATTAN,811,LEXINGTON AVENUE,10065.0,2122238117,Pizza,08/01/2013,Violations were cited in the following area(s).,08A,30.0,,,04/22/2017,Cycle Inspection / Initial Inspection
41466837,IL FORNO OF BROOKLYN,STATEN ISLAND,6382,AMBOY ROAD,10309.0,7183171251,Pizza,12/04/2013,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,51.0,,,04/22/2017,Cycle Inspection / Initial Inspection
40383281,GABY'S PIZZA,QUEENS,20423,HILLSIDE AVENUE,11423.0,7187409716,Pizza,09/02/2014,Violations were cited in the following area(s).,04L,50.0,,,04/22/2017,Cycle Inspection / Initial Inspection
50014906,5 STAR CHEESE STEAK AND PIZZA,MANHATTAN,2039,1ST AVE,10029.0,2129871540,Pizza,08/29/2016,Violations were cited in the following area(s).,04N,11.0,A,08/29/2016,04/22/2017,Cycle Inspection / Re-inspection
50010587,DOMINO'S,STATEN ISLAND,3902,RICHMOND AVE,10312.0,9736729900,Pizza,08/05/2014,Establishment re-closed by DOHMH,08A,10.0,,,04/22/2017,Pre-permit (Operational) / Reopening Inspection
50047906,PIZZA,MANHATTAN,51,COLUMBIA ST,10002.0,2122289488,Pizza,04/17/2017,Violations were cited in the following area(s).,10D,12.0,A,04/17/2017,04/22/2017,Cycle Inspection / Re-inspection
